Legal Entity Name,"Organization
Marketing Name","Contract
Number","Organization
Type",Plan Type,"Contract
Effective
Date",Tax Status,"Parent
Organization","CMS
Region
Responsible",Enrollment,"Legal Entity
Street","Legal Entity
Street2","Legal Entity
City","Legal
Entity
State
Code","Legal
Entity
Zip","Directory
Contact Title","Directory
Contact Last
Name","Directory
Contact
First
Name","Directory
Contact
Middle
Initial","Directory
Contact
Phone","Directory
Contact
Phone
Ext","Directory
Contact Fax",Directory Contact Email,"Directory
Contact St
Address","Directory
Contact St
Address2","Directory
Contact City","Directory
Contact
State","Directory
Contact
Zip","Directory
Contact
Last
Update",contractId,planId,pbpStatus,lastUpdatedAt,retail_pharmacy_network,mail_order_1mo_supply,mail_order_3mo_supply,insulin_retail_1mo,insulin_mail_1mo,moop_lower,moop_intermediate,moop_mandatory
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H2802,Local CCP,HMO/HMOPOS,10/01/1985,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",341141,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H2802,822,Submitted,5/31/2024 1:57:56 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H2802,Local CCP,HMO/HMOPOS,10/01/1985,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",341141,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H2802,823,Submitted,5/31/2024 1:57:56 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H2802,Local CCP,HMO/HMOPOS,10/01/1985,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",341141,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H2802,824,Submitted,5/31/2024 1:57:56 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H0432,Local CCP,HMO/HMOPOS,01/01/2018,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",72668,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-866-480-1086, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H0432,003,Submitted,8/7/2024 3:39:27 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H0432,Local CCP,HMO/HMOPOS,01/01/2018,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",72668,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-866-480-1086, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H0432,004,Submitted,8/7/2024 3:39:28 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H0432,Local CCP,HMO/HMOPOS,01/01/2018,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",72668,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-866-480-1086, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H0432,009,Submitted,8/7/2024 3:39:32 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H0432,Local CCP,HMO/HMOPOS,01/01/2018,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",72668,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-866-480-1086, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H0432,012,Submitted,6/1/2024 4:30:02 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H0432,Local CCP,HMO/HMOPOS,01/01/2018,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",72668,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-866-480-1086, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H0432,013,Submitted,8/7/2024 3:39:32 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE MIDLANDS, INC.",UnitedHealthcare,H0432,Local CCP,HMO/HMOPOS,01/01/2018,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",72668,"2717 North 118th
Street",#300,Omaha,NE,681649672, ,Customer Service,UHC, ,1-866-480-1086, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,12/27/2024,H0432,017,Submitted,8/7/2024 3:39:34 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,003,Submitted,8/7/2024 3:49:00 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,005,Submitted,6/1/2024 4:39:15 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,011,Submitted,8/7/2024 3:49:00 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,012,Submitted,8/7/2024 3:49:00 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,013,Submitted,8/7/2024 3:49:00 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,014,Submitted,8/7/2024 3:49:01 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,015,Submitted,8/7/2024 3:49:01 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,016,Submitted,8/7/2024 3:49:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,017,Submitted,8/7/2024 3:49:08 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,018,Submitted,8/7/2024 3:49:09 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,019,Submitted,6/1/2024 4:39:22 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,020,Submitted,8/7/2024 3:49:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,022,Submitted,8/7/2024 3:49:10 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,024,Submitted,8/7/2024 3:49:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,025,Submitted,8/7/2024 3:49:18 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,026,Submitted,8/7/2024 3:49:19 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,027,Submitted,8/7/2024 3:49:19 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,028,Submitted,8/7/2024 3:49:19 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,801,Submitted,5/31/2024 12:59:54 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,803,Submitted,5/31/2024 12:59:53 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,805,Submitted,5/31/2024 12:59:54 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,809,Submitted,5/31/2024 12:59:54 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,810,Submitted,5/31/2024 12:59:53 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
THE ROCKIES, INC.",UnitedHealthcare,H4604,Local CCP,HMO/HMOPOS,01/01/2005,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",139987,"9800 Health Care
Lane
MN006-W500", ,Minnetonka,MN,55343, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H4604,811,Submitted,5/31/2024 12:59:54 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,004,Submitted,8/7/2024 3:48:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,007,Submitted,8/7/2024 3:48:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,011,Submitted,8/7/2024 3:48:10 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,021,Submitted,6/1/2024 4:36:14 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,024,Submitted,8/7/2024 3:48:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,030,Submitted,8/7/2024 3:48:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,033,Submitted,8/7/2024 3:48:09 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,034,Submitted,8/7/2024 3:48:17 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,035,Submitted,8/7/2024 3:48:17 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,036,Submitted,8/7/2024 3:48:17 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,037,Submitted,8/7/2024 3:48:17 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,038,Submitted,8/7/2024 3:48:18 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,039,Submitted,8/7/2024 3:48:17 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,040,Submitted,7/18/2024 3:13:04 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,041,Submitted,8/7/2024 3:48:25 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"UNITEDHEALTHCARE OF
WISCONSIN, INC.",UnitedHealthcare,H5253,Local CCP,HMO/HMOPOS,08/01/1995,For Profit,"UnitedHealth Group,
Inc.","San
Francisco",1094039,125 S. 84th Street,Suite 400,Milwaukee,WI,53214, ,Customer Service,UHC, ,1-800-643-4845, , ,UHCMedicareCustomerService@uhc.com,"9800 Health Care
Lane", ,Minnetonka,MN,55343,04/30/2024,H5253,042,Submitted,8/7/2024 3:48:24 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
